Author
Mark P. O. Morford
Robert J. Lenardon
Richard Bruce Wright
Carlo D'Este
Geoffrey Giuliano
Brenda Giuliano
Abbas Milani
Dawn Turner Trice
Hortense Calisher
Daniel Gerroll
Dawn Powell
Grace Paley
Katherine Towler
Michelle Passoff
Epicurus
Dean R. Spitzer Ph.D.
Patricia Foster
Pauli Murray
Milton Steinberg
G. A. McKevett
James M. Citrin
Richard Smith
Sarah Strohmeyer
T. L. Gray
Anna Davis
Geralyn Dawson
Scott Gray
Susan Andersen
Dennis Boutsikaris
Linda Markowiak
Campbell
Claudia Bishop
Kathleen Taylor
Trish Jensen
Mary Burton
Rebecca Price Janney
Kathleen Webb
Jennifer Drew
Barbara Dunlop
Alex Matthews
Wensley Clarkson
William Flanagan
Aphrodite Jones
James Neff
Winn
Maggie Simpson
Eileen Fulton
Katherine Deauxville
Ruth Ryan Langan
Mariann
Sandy Steen
Joan Kilby
Jane Graves
Sheryl Lynn
Jean Barrett
Ann Voss Peterson
Kathleen O'Brien
Patricia Potter
Coerte V. W. Felske
Gini Hartzmark
Iris Ranier Dart
Darlene Gardner
Dawn Atkins
Lori Wilde
Susan Rogers Cooper
W. Warren Wagar
Charles Lilly
Melissa Lowell
Mel Gilden
Darren Star
K. T. Smith
Norma Johnston
L. P. Hartley
J. Donald Crowley
L. R. Wright
Laurie Colwin
Margot Zemach
Voltaire
Mona Simpson
Donald M. Epstein
Nathaniel Altman
George Dawson
Richard Glaubman
Suzanne Falter-Barns
Betty J. Kovacs
Sifu Judith Sherven
Jim Sniechowski
Nancy Dunnan
Mitchell Pacelle
Dan Cashman
Donald E. DeKieffer
Kate Solisti-Mattelon
Patrice Mattelon
Sandra Burr
Daniel D. Pearlman
Paula R. Pearlman
Mark H. McCormack
Richard A.
M.D. Evans
Richard A. Evans M.D.
Paul E. Morin
Horst Rechelbacher
Jennifer Moses
Anna Johnson
Abigail Van Buren
Martin Prechtel
Mira Kamdar
Danny Fields
Kristin Sheldon
Adrienne Eisen
Caroline Harvey
Patricia J. Crane
Ph.D.
Kenny Rose Butts
Vladimir Chernozemsky
Carolyn Porter
Patti G. Fields
Adelheid Ohlig
Engelhard
D. J. Brown
Lorena McCourtney
Meg Tilly
Bonnie Burnard
Jerry J. Pollock
Trudy Baker
Rachel Jones
Laura Cunningham
Richard Hewitt
Barbara Finn Hewitt
William Stuart Long
Barry Yourgrau
Josef Skvorecky
Bruce R. Olson
Norah Robinson Lofts
Carole L. Glickfeld
Laurel Doud
Robert Donald Spector
Carol Hill
Natalya Reshetovskaya
G. S. Fraser
Arthur Roth
J. J. Graham
Anatol Rapoport
Harry Wu
George Vecsey
Ann Radcliffe
Bonamy Dobr�1/2e
Terry Castle
Horace Walpole
Connie Brockway
Alexandra Blackstone
Michelle Brandon
Anna DeForest
Jessica Douglass
Patricia Pellicane
Elizabeth Chadwick
Kathleen Harrington
Gwen Cleary
Donna Stephens
Jodi Thomas
Kathleen Kane
Frederick D. Huebner
Jacey Ford
Ana Leigh
Meryl Sawyer
Jeanette Baker
Roxanne St. Claire
Erickson
Taylor Smith
Bill Pronzini
Obrien
Taylor Janelle
Wilma S. Ross
S. Black
Christiane Heggan
Gloria Anzaldua
Mary Ann Mason
Jessie Lee Brown Foveaux
Victor Martinez
James Hilton
James And Chris Collier
Paul Laurence Dunbar
Susie Bright
Mary Taylor Simeti
Kenneth Krauss
Laurie Graff
Carla Wills-Brandon
Heidi Julavits
Shirley Conran
Michael Scholz-Hansel
Denise-P Cogny
Alfred De Musset
Anne Ubersfeld
Daniel Mesguich
Stendhal
Michel Crouzet
Jean De La Fontaine
Rosa Regas
Pierre Choderlos De Laclos
Douglas Parm�e
David Co
Joseph Sheridan Le Fanu
Juan Marse
Nick Caistor
Joan Hickson
Jean-Fran�ois Revel
Guido Waldman
KESSEL
Minne
Claude Croiseti�re
France Leduc
Robert J. Ray
Bill Roorbach
Natasha Wimm
Caroline Sharp
Josip Novakovich
Louis D. Rubin
Sheena Gillespie
Robert Singleton
Robert Becker
H. W. Fowler
Sir Ernest Gowers
James N. Frey
Constance Hale
Julie Checkoway
Chicago Editorial Staff
Rick DeMarinis
Evan Marshall
Carol Cartaino
Sheila Bender
Carol Bly
Charles T. Brusaw
Michael Bugeja
Alan Lee
Helen Lane
Michael Turner
Chris Ware
Stanley Wells
Ga
Daphne Phelps
Denis Mack Smith
Charles Powers
Christina Pribicevic-Zoric
Michael Palin
Charles Palliser
Peter Nadas
Adrienne Dixon
Russell Hoban
Ismail Kadare
Danilo Kis
Gary Krist
Marc McCutcheon
Neil
Carlson
K. C. (editor) - Intro By Clive Bar
Colleen Dora
Malcolm
Grace F. Edwards
Kathy Acker
Jonathan Carroll
Ellen Akins
Kathleen Alcal
Antonio Lobo Antunes
R. F. Laird
Ronald Wright
Ron Chernow
David Hackett Fischer
Amir D. Aczel
George Reese
James Goodwill
Robert Eckstein
J. Steven Perry
O'Reilly Authors
Sherry Yard
Judith Kolberg
Kathleen Nadeau
Michele Novotni PhD
Randy Petersen
Matthew Restall
Leonard C. Lewin
Victor Navasky
Laurence G. Boldt
Gavin Menzies
Frederick Taylor
Patrick K. O'Donnell
Hugh Thomson
Robert M. Sapolsky
Elaine Pagels
Karen Elizabeth Gordon
Ilan Stavans
John Coyne
Joni Seager
Daniel G. Amen
Edward M. Hallowell
John J. Ratey
Jonathan Halverstadt
Daniel Amen
Richard Bandler
Peggy Ramundo
Gabor Mate
Kathleen G. Nadeu
Lynn Weiss
Margaret Weiss
Lily Trokenberg Hechtman
Gabrielle
Sari Solden
Lisa Lipkin
Peter Jaksa
Senator Paul Wellstone
Sue Boggio
Mare Pearl
Scott Westerfeld
Manuel Komrof
Ronald Wilks
Lisa Sandlin
Constance Urdang
Linda Jaivin
Susan Kay
Christoph Ransmayr
Jerry Johnston
Gwen Macsai
Patricia L Garfield
Bharati Mukherjee
Steven Phillips
Jean Auel
Nan Mccarthy
Carol Saline
Sharon J. Wohlmuth
Ken Kaiser
David Fisher
Zachary Lazar
Bathroom Readers' Institute
Don Wade
Nancy Lopez
Editors Of Don't Sweat Press
Victoria Houston
Brenda Brown
Louis S. Schafer
Elise Chanowitz
Walter Gretzky
Mark Burnett
Martin Dugard
Alison Gold
The Bathroom Readers' Hysterical Society
Arlana Anderson-Hale
Robin Bovey
Ewa Pluciennik
Chris C. Fisher
John Acorn
Gary Ross
Peter Greenberg
Hal Leonard Corp.
D. V. Glass
Michael Ledwidge
Holden Scott
Eugene Izzi
Jim Toomey
Jake Vest
Michelle Berriedale-Johnson
Bill Amend
Keith Faulkner
Amanda O'Neill
Bob Keeshan
Dennis Lee
Michael Kusugak
Vladyana Krykorka
Helene Desputeaux
William Wegman
Molly Coxe
Joan Steiner
Clement Hurd
E. Nesbit
H. R. Millar
Suzanne Duranceau
Philippe Sollers
Christine N�stlinger
Claire Le Grand
Pascale De Bourgoing
Pearl Buck
Lygia Fagundes Telles
Pierre Assouline
Laure Guille-Bataillon
Joseph Kessel
Ian MacEwan
Kenzaburo O�
Marc M�cr�ant
She Lao
Romain Gary
Jonquet
Champion/Jeanne
Jacques Charon
Claire Etcherelli
Niall Griffiths
Alain Defoss�
Victor Del Litto
Navarre
Jacques Higelin
Alexandra Cade
Nicolas Rey
Nicolas Bouvier
Vladimir Vladimirovich Nabokov
Donald Harper
Jean-
Agueev M
Darren Aronofsky
Guillaume Apollinaire
Dani�le Roth
Perros Georges
Henri Vincenot
Pierre Corneille
Alain Couprie
Fran�ois Dagognet
John D. Barow
Christophe Andr�
Alina Reyes
Michel Serres
Mich�le Albaret-Maatsch
Agota Kristof
Th�ophile Gautier
Choderlos De Laclos
Jorge Semprun
Hans-Ulrich Lindken
Elisabeth Badinter
Camille Laurens
Albert Cohen
Chi Li
Angel Pino
Shao Baoqing
Jean-Marie Gustave Le Cl�zio
Breton
Giorgio Colli
Mazzino Montinar
Jean-Philippe Toussaint
Toshihiko Izutsu
Jacques Bouveresse
Reeves Hubert
Pierre Levy
Bruno Latour
Delmas-Marty Mireill
Jean-Pierre Oli�
J.-D. Nasio
Sherry Turkle
Anne Ancelin Sch�tzenberger
Georges Perros
Marc Sautet
Lys Flowerday
Denis Diderot
Louis Calaferte
Marie Darrieussecq
Jacques Aubert
Ludmila
Franck Dan
Lydie Salvayre
Michel Granger
Sophie Rochefor
Marie De Hennezel
Alfred Jarry
Fran�oise Rey
Lovecraft
Charles Juliet
Michel Quint
Clement
Fran�ois-Ren� De Chateaubriand
Pirsig
Annie Fran�ois
Alfred D�blin
Pierre Mac Orlan
Ren�e Villoteau (traduit De L'anglai
Anne Colin Du Terrail
Michel Onfray
Lodge
Shan Sa
Maurice Rambaud
Le�la Sebbar
Alice Ferney
T Chevalier
Pierre P�ju
Marie Nimier
Alain Duchesne
Thierry Leguay
Bahiyyih Nakhjavani
Bober R
Christine Le Boeuf
Raymond Jean
Jean-Pierre G�rault
Alain Pierrot
Dominique Bona
Luc Lang
Larry Collins
Maxence Fermine
Pascal Bonafoux
Pancol
Olivier Rolin
Hubert Mingarelli
Tonino B�nacquista
Fran�ois Cheng
Dani�le Valin
P. Peju
Michael-Anne Johns
Donna
Donna Unangst Unangst
Bob Feldgus (Design)
Michael S. Teitelbaum
Gerald Leinwand
Ruth F. Boorstin
Arthur Waldhorn
Elaine Bergstrom
Denny Sargent
Carin Rafferty
Dina R. Jewell
Edythe Draper
Ben Carson  M.D.
Sellers
Beverly Byrne
Winifred Elze
Phil Hale
Carol Ellis
S.E. Hinton
T. S. Rue
Mary Lou Podlasiak
Monica Strauss
Richard Roeper
Friedrich Kur
Traugott K�nig
John Von Neumann
Dietrich D�rner
Carl Seelig
Fritz Se
John Lloyd
Sven B�ttcher
Carl Weissner
Heinrich Mann
Ian Stewart
Jack Cohen
Herbert G. Wells
Brian W. Aldiss
Alexander Solschenizyn
Anna Peturnig
Ernst Walter
Pierre S. De Laplace
R. Von Mises
Walter M. Miller
Carl Amery
J�rgen Saupe
R�diger Schmidt
Hans Mayer
Charles Platt
Bertrand Russell
Eberhard Bubser
Claire Malignon
Wilhelm Weischedel
Karl Jaspers
Konstantin R�sch
J. Kapistram Bott
Herbert Geisen
Jean Amery
David Wells
Richard Curtis
Rowan Atkinson
Victor Serebriakoff
Michael Walter
Paul Watzlawick
Frederick Bodmer
Hanswilhelm Haefs
Richard Feynman
Edward M. Reingold
Nachum Dershowitz
Duncan Steel
Thomas S. Kuhn
Kurt Simon
Hermann Vetter
Jesse Sheidlower
Friedrich Von Oppeln-Bronikows
Friedrich Griese
Gert Postel
Christoph Neumann
The Fluid Research Group
Ulr
Karl Leopold Von Lichtenfels
Charles Darwin
Rudolf Zorn
Voy Sobon
Robert Rau
David Hilbert
Konfuzius
R Moritz
Michael Koseler
Arkadi Strugatzki
Boris Strugatzki
Aljonna M�ckel
Erika Pietra�
Hermann Buchner
Barbara Heidkamp
Hanna Rottensteiner
Hubert Schumann
Charlotte Eckert
Jutta Janke
Klaus S
Caesar Rymarowicz
Irmtraud Zimmermann-G�llheim
Edda Werfel
R�diger Nehberg
Mechthild Horn
David Hume
Norman Kemp Smith
Jens Kulenkampff
Gero Von Randow
Carl Friedrich Von Weizs�cker
G�nter. J�ckel
Wolf Schneider
Luis Murschetz
Christoph Dr�sser
Daniel Jonah Goldhagen
Klaus Kochmann
Sunset Publishing Staff
Howard-Yana Shapiro Ph.D.
John Harrisson
Paul Ferrini
Nk Lawn And Garden
Mimi Dietrich
Janet Sobesky
Creative Publishing International
Hearst Corp Hous
Arnold Reinhold
Margaret Levine You
Philip Harnden
Patricia Lanza
Dominic O'Brien
Dominic O'Brian
Craig Lagory
Jacqueline Winspear
Pamela Duncan
Dalai Lama XIV
Marcia Keegan
Michele Cassou
Master Jae Woong Kim
His Holiness The Dalai Lama
Cathy Barash
Robert Baer
Dorothea Hall
Ron Caralissen
Ron Carolissen
Eleanor Burns
Jeanne Argent
Carole Thomerson
Carolyn Bucha
Chris Rankin
Cheryl Smith
Cheri Huber
June Shiver
Gershon Winkler
Lakme Batya Elior
Palmer-Pletsch Associates
Pati Palmer
Ann Price
Robert Harold Schuller
Candace Ord Manroe
Ortho Books
Janette Hall
Carol Henderson
Karin Sha
Victoria Magazine
Jeanine Larmoth
Tricycle Magazine
Walpola Rahula
Esther De Waal
Sarah Duchess Of York
Weight Watchers
Marla Cilley
Linda Cobb
Geshe Michael Roach
William Bridges
Teri Dunn
Joel C. Rosenberg
Dee-Ann LeBlanc
Michael Smith
David Flanagan
Sriram Srinivasan
Richard Petersen
William Stallings
Donald L. Pipkin
Robyn Miller
Kay Kenyon
Cheryl Richardson
Mund Fuller
Patenaud
Rosemarie Lennon
L. Warren Douglas
Eli
Melissa Mathison
William M. Carney
James W. Clarke
Jack Geasland
Anna Louise Golden
Jovial Bob Stine
Mel Brooks
Thomas Meehan
Ronny Gr
Robh Ruppel
Kam Majd
M M Kaye
George O. Barr
Gregory Bean
George Bernau
Dona Vaughn
Janet Scott Batchler
Lee Batchler
Bob
L. Butcher
Ken Englade
Edward Humes
Janet Parker Beck
Jean Thesman
N. Maccullough Weir
Michael Kaplan
Richard Owen
Pyotyr Kurtinski
Elana Lore
Alfred Hitchcock
Eluki Bes Shahar
Roger Cruz
Judith Katzir
Barbara Linner
Carolyn G. Heilbrun
Harry Rowohlt
Maria Benedickt
Neil Grant
Lynn Flewelling
Gary Ruddell
Steve Kowit
R. Ewart Oakeshott
Joseph Gies
Frances Gies
Christopher
Payne
Ronald Dobson
James F. McCloy
Ray
Jr. Miller
Ray Miller
Ann Van Wagner Childs
Allan Cox
Faye D. Resnick
Mike Walker
Pamela Wallace
Elise Title
Diane Pershing
Sally Kemp
Sebastien Japrisot
Alan Sheridan
G. B. (1948- ) Trudeau
F.M. Houston
Kieran Crowley
Alma E. Guinness
Stephen L. Burns
Julian F. Thompson
Phyllis Halldorson
Peggy Webb
Heather
Steve Null
Lyn Stone
Robert Newton Peck
G. H. Stine
Sara Bliss
Sheryl Paul
Marg Stark
Margaret Anne Doody
Sturgeon
J. C. Suares
Jean-Claude Suares
Denham Sutcliffe
Denise Fields
Alan Fields
Georgina Gentry
Susan
Karen Van Der Zee
Margaret Mahy
Jack Dann
Tom Topor
Valerie Alderson
Virginia Farmer
Patricia Harwin
Carole Howey
Deveraux
Jo Goodman
Patti O'Shea
Stephen B. Oates
John William Ward
Kimberly Wagner
Danielle Trent
Sarah Temple
Jan Freed
Hal Lindsey
Rosanne Kohake
Kimberley Comeaux
Lois Greiman
Eloisa James
Paul Levine
Loretta Chase
Kay Arthur
Steven P. Shelov
Robert E. Hannemann
Lisa Altalida
Darlene Marie Wilkinson
Darlene Wilkinson
Lauryn Silverhardt
Jason Fruchter
Zachary Alan Fox
William P. Wood
Joan Overfield
Sybil Leek
Dan Peterson
Jack Weatherford
Lydia Van Andel
Ineke Van Sijl
Cherouke Ronkes Age
Anne Civardi
James Riordan
Sted Mays
Joanna Hines
Yvonne Baudry
R D Blackmore
Prue Theobalds
Nick Yapp
Michel Syrett
Lyn Andrews
Jamila Gavin
Paul Langfield
Angela Wilkes
Professor Nicholas Abercrombie
Bryan
Jimmy Mulville
Harry Thompson
Colin Swash
Asne Seierstad
Graeme Garden
Ken Livingstone
Peter Ustinov
John Woodforde
Illustrated By Trevor Aldous
V. Thomas
Nigel Foster
Charles Hemming
Beverley Piper
Pamela Zoline
C.E. Crimmins
Malcolm Rose
Alfred W. Munzert
P. Craig Russell
John McCrae
Eric Powe
Kieron Dwyer
St
Robert Ruark
Phil Jackson
Brendan O'Carroll
Bash Dibra
Mary Ann Crenshaw
Kathleen De Marco
Sharon Mitchell
Martha Moody
Tony Chiu
David August
Mary J. Fulton
Gyo Fujikawa
Robert Ferrigno
Don J. Snyder
Andrew H. Malcolm
C. E. Poverman
C. E. Pouerman
Katherine Tarbox
David B. Feinberg
Vissell
Gary Lundberg
Joy Lundberg
Janet Farrington Graham
Sarah Willis
Michael Macdonald
Judal
Ryo Mizuno
Setsuko Yoneyama
Masato Natsumoto
Fred Kaplan
Pete Nelson
Hunter Scott
William B. Breuer
Lewis &amp
Clark
Elliott Coues
Myung Jin Lee
Myung-Jin Lee
Reiji Saiga
Sora Inoue
Reiji Saiga Tokyo
Nobuyuki Anzai
Gainax
Ueda Hajime
Stephanie Sheh
E. Gary Gygax
David Sheff
Koushun Takami
Patricia Waddell
Peter Cashorali
G Godwin
Micah Perks
Bernd Heinrich
Nicholas Dawidoff
Liz Rosenberg
Lynn Pan
Jayne Anne Phillips
Paul J. Mcauley
Emily Eden
Peter Downey
Nik Scott
Dani Shapiro
Lee Havis
Dave Wolverton
Lynne Alpern
Esther Blumenfeld
Roxie Kelley
Shelly Reeves Smith
Paulette Livers Lam
Cindy Walker
Iorwerth Eiddon Stephen Edwards
Cindy Champnella
Maurine Watkins
Thomas H. Pauly
Shirley Climo
Rosalind Wiseman
Donald Crawford
Rosemary Crawford
James Luceno
W. T. Benda
D.D.
Joseph Murph
Susan Power
Karen Essex
Kate McCafferty
Bill Chalker
Elizabeth Lawrence
Harry Lawrence
Frankie Schelly
Judy Carter
Shirley Verel
Mary Dugger
James Baker Hall
Anthony O'Neill
Michele Slatalla
Harold W. Blodgett
E. Sculley Bradley
Benjamin Franklin
Richard A. Wright
Guy Cardwell
Merle Good
Bryce Marshall And Paul Williams
Adam Smith
Detection Club
Randy Salem
Ann Bannon
Sam Sifton
Wayland Drew (Adapter)
Bob Dolman
Lisa Rogak
Michael Scott Rohan
Julie Anne Peters
C S Lewis
The Message International
Mark Doty
John Berryman
Charles Thornbury
JAMES WHITEHEAD
Matthew J. Costello
Susan Wright
Stephen J. Sansweet
Jack
Hansen
Mark Victor Canfield
Linda Hamalian
Leo Hamalian
Laura Lederer
Aaron Naparstek
Mark Crispin Miller
Adams
Margarethe Cammermeyer
Yevgeny Yevtushenko
Tierney McClellan
Rich Miller
Cynthia Manson
Kathleen Halligan
Kathryn H. Kidd
Clare Curzon
Melissa Crandall
Ralph Schoenstein
W.R. Thompson
Joyce Hansen
Nancy Kress
Algis Budrys
Michael B. Friedland
John Fuhrman
Karin Wuertz-Schaefer
Stephanie Bennett
Follett College Stores
Stephen Arterburn
Vonette Bright
Justin Kaplan
Jack Fuller
Pamela Thomas-Graham
Clifford Irving
Ian Hamilton
Paul C. Bragg
Robert L. Herbert
Trent Stephens
Rock Brynner
Sheldon Kopp
James Greene
Louise  Gordon
Louise Gordon
Margit Malmstrom
Bruno Lucchesi
William Bayer
William C. Klatte
Curtis Cate
Auguste Charpentier
Peter Hillsman Taylor
A. Jay Abrams
Margaret Ann Abrams
Andre Franquin
Greg
Jid�hem
Kim Thompson
Dr. Chris Andrews
A. B. Guthrie Jr.
Michener James
Malcolm Forbes
Elizabeth P. Hoffman
With James Southwood Saunders
Lee Silber
Terrence E. Poppa
Karen Novak
John A. Curry
Keith Lumsden
George Papashvily
Philip Macdonald
Carol Fenner
Floyd Conner
George Plimpton
James A. Freeman
Keven Brown
Ron Ellison
T. Miller
Laura Vaccaro Seeger
Jill McGown
Cyrus Cassells
Ghillie Basan
Cecile Pineda
Greg Rucka
Vivian F. Carlin
Gertrude Harris
Heidi Palmer
Howard M. Fast
Mary J Latsis/m Henissart
Alfred J. Kahn
Roberta Gellis
Myra Street
Tom Tiede
Carol Ann Duffy
Trisha Rafferty
Ben Schott
Nancy Holyoke
Scott Nash
DK
Penn Jillette
Teller
Donald J. Trump
Tony Schwartz
David Schwartz
Fred Wostbrock
Steve Ryan
David Cohen
Doris Grumbach
Douglas Bush
Bruce Ducker
Fran Dorf
Molly Gilford
Juan Felipe Herrera
Hsu Hui-chih
Chang Sheng-Tai
REMee
Sheila Sancha
Charles S. Dane
William Finnegan
Kimberlee K. Kovach
Jerome A Barron
Steve Propes
Shelby Hearon
Lorraine Bodger
Holly Hughes
Francis Kalnay
Julian De Miskey
Mary Jane Frances Cavolina
Maureen Anne Teresa Kel
Karen Kingston
Henry Beard
Roy McKie
Margaret Magdelen
Carol Travilla
Helen Hull
Monica Hoose
Caroline Naifeh
Elaine S. Pelletier
Hugh Miall
Daniella Carmi
Moacyr Scliar
Marlene Sanders
Marcia Rock
Janet Bukovinsky Teacher
Boyd Newman
Gary Evans
Danny Biederman
Kathryn Sullivan
Barbara Brondolo
Elinor Burkett
Pd
Laurie A. Kanyer
Cheri Fuller
Tim Brookes
Glynne Wickham
Ken Hutcherson
Michael A. Thomas
Martin John Yate
Martin Yate
E. Patricia Birsner
Aaron Roy Even
Carl Deuker
Andrew Crumey
Robert Cohen
Mo Smith
Brian Hodge
John R. Maxim
Robert Houston
Sylvia Smith
Marc Lovell
Gwen Shamblin
R. Montanari
C. C. Medina
Kamala Markandaya
Eva Wong
Axel Madsen
Quinton Hosford Dixie
Darryl Pinckney
Dave Dravecky
Jan Dravecky
Steve Halliday
Thomas K
Susan G. Berg
Editors Of Prevention Health Books
Edward P. Sarafino
James Fleming
Matthew Head
Yoshikawa
J. G Jeffreys
Xenophon
W.H.D. Rouse
Cedric Read
Jacky Ross
John R. Dunleavy
Donniel S.
Liz Evans
Gregory Stock
Neal Gabler
Annette Kuhn
Susannah Radstone
Art Buchwald
Lou Mobley
Franz Lidz
Sheila Gordon
Aldo Leopold
Tom Coffey
Charles J.
III Adams
Vic Braden
Robert Wool
C. Whitefeather Daniels
Patricia Geary
Michael Downing
Frederick G. Dillen
Julie Myerson
Howard Frank Mosher
Carol Matas
Tom Drury
Lynn Joseph
Barbara Dimmick
Karen Bender
A.G. Mojtabai
Yasunari Kawabata
Leah Hager Cohen
Bernice Carton
Stobie Piel
Alice Myers
Sarah Wight
Tony Kushner
H.T. Lowe-Porter
Alisa Craig
Tepilit Ole Saitoti
Carol Beckwith
John Feltwell
Philip Lerman
Stephen-Paul Martin
Michael R. Bloomberg
Matthew Winkler
Anne Frank House
John Mclaren
Lois Lowenstein
Jean Paul Trembl
Mary Ellen Haight
Gordon Thomas
Andy Stack
Eileen Elias Freeman
J.C. Pollock
Michael Arlen
William Kinsolving
Michael Innes
Richard Rodriguez
Michele R. McPhee
Jane Kenyon
Jonathan Morris
Leonard Tourney
Bill Sanderson
David S. Walls
Melba Pattillo Beals
Barrie Levy
Ingo Walter
Roy Smith
Philip Evans
Thomas S. Wurster
Julius Lester
Larry With Kingsbury
Donald
Bear
Greg
Stirling
Hesper Anderson
Claire Daniels
Piri Thomas
Claude Brown
Frank G. Slaughter
T. J. English
Zane Grey
Sidney D. Kirkpatrick
K.K. Beck
Eric V Lustbader
Richard Herley
Leslie Fiedler
Edward Albee
Marc Olden
Cynthia Ozick
Francoise Sagan
Iselin C. Hermann
G. Forester
Benita Eisler
Boze Hadleigh
John Dalmas
Paul Davids
Hollace Davids
Fredrik Pohl
Cathal Poirteir
Jaime Manrique
Russell Simmons
Burton B. Turkus
Sid Feder
Lech Walesa
Linda Francis
Shawn Stewart Ruff
Jamie O'Neill
George Beard
Harold Hutchins
Shirley Felts
Richard Alleman
